Title,Artist,Year,Explicit,Styles,Languages,title_artist,synced
All Too Well,Taylor Swift,2012,0,Pop,English,all too well - taylor swift,1
Coz I Luv You,Slade,1971,0,Rock,English,coz i luv you - slade,1
Bungle in the Jungle,Jethro Tull,1974,0,"Hard/Metal,Alternative",English,bungle in the jungle - jethro tull,1
Where the Devil Don't Go,Elle King,2015,0,"Rock,Alternative",English,where the devil don't go - elle king,1
Girlfriend,Avril Lavigne,2007,1,"Teen pop,Rock",English,girlfriend - avril lavigne,1
Girlfriend in a Coma,The Smiths,1987,0,"Alternative,Rock",English,girlfriend in a coma - the smiths,1
(If Loving You Is Wrong) I Don't Want to Be Right,Barbara Mandrell,1979,0,"Pop,Country,Soft rock",English,(if loving you is wrong) i don't want to be right - barbara mandrell,1
Cum On Feel The Noize,Slade,1973,0,Rock,English,cum on feel the noize - slade,1
In the Meantime,Spacehog,1996,0,"Rock,Alternative",English,in the meantime - spacehog,1
Already Gone,Kelly Clarkson,2009,0,"Pop,Rock",English,already gone - kelly clarkson,1
"So Many Men, So Little Time",Miquel Brown,1983,0,"80s,Disco,Dance",English,"so many men, so little time - miquel brown",1
You Can Leave Your Hat On,Etta James,1974,0,Soul,English,you can leave your hat on - etta james,1
Rags To Riches,Tony Bennett,1950,0,Jazz,English,rags to riches - tony bennett,1
Move Your Feet,Junior Senior,2002,0,"Pop,Electro,Funk",English,move your feet - junior senior,1
Numpty,Paolo Nutini,2014,0,"R&B,Soul,Funk,Pop,Rock",English,numpty - paolo nutini,1
Peace Frog,The Doors,1970,0,"Rock,Blues",English,peace frog - the doors,1
The Luckiest,Ben Folds,2000,0,Soft rock,English,the luckiest - ben folds,1
Hands Down,Dashboard Confessional,2003,0,"Rock,Punk/Grunge",English,hands down - dashboard confessional,1
I Thank You,ZZ Top,1979,0,"Blues,Rock,Hard/Metal",English,i thank you - zz top,1
Stompa,Serena Ryder,2012,0,"Alternative,Pop,Rock,Folk",English,stompa - serena ryder,1
The End,The Doors,1967,0,Rock,English,the end - the doors,1
The Morning After,Maureen McGovern,1990,0,"Pop,Soft rock",English,the morning after - maureen mcgovern,1
When All Is Said And Done,ABBA,1981,0,Pop,English,when all is said and done - abba,1
Alright,Supergrass,1995,0,"Rock,Alternative",English,alright - supergrass,1
Love Removal Machine,The Cult,1987,0,"Hard/Metal,Rock",English,love removal machine - the cult,1
Return To Innocence,Enigma,1994,0,"Electro,World/Folk",English,return to innocence - enigma,1
Walking the Floor Over You,Ernest Tubb,1941,0,"Oldies,Country",English,walking the floor over you - ernest tubb,1
Don't Call Me Baby,Madison Avenue,1999,0,"Dance,Electro,Disco",English,don't call me baby - madison avenue,1
The Second Time Around,Frank Sinatra,1960,0,"Jazz,Oldies",English,the second time around - frank sinatra,1
Heaven Must Have Sent You,The Elgins,1966,0,"Disco,Funk",English,heaven must have sent you - the elgins,1
Yellow Rose Of Texas,Mitch Miller,1955,0,"Oldies,Traditionnal",English,yellow rose of texas - mitch miller,1
It Only Takes a Minute,Tavares,1975,0,Disco,English,it only takes a minute - tavares,1
Absolutely (Story Of A Girl),Nine Days,2000,0,"Pop,Rock",English,absolutely (story of a girl) - nine days,1
Rusty Cage,Johnny Cash,1996,0,"Country,Alternative,Rock",English,rusty cage - johnny cash,1
Surfin' Bird,The Trashmen,1963,0,Rock 'n Roll,English,surfin' bird - the trashmen,1
Stay,Oingo Boingo,1985,0,"Rock,Alternative,Pop",English,stay - oingo boingo,1
Can't Stand Losing You,The Police,1978,0,"Rock,Reggae",English,can't stand losing you - the police,1
Bread and Butter,The Newbeats,1964,0,Pop,English,bread and butter - the newbeats,1
Nightcall,Kavinsky,2010,0,"Electro,80s",English,nightcall - kavinsky,1
Fuego,Eleni Foureira,2018,0,Pop,English,fuego - eleni foureira,1
Strangers,Sigrid,2017,0,Pop,English,strangers - sigrid,1
Violet,Hole,1994,1,"Rock,Alternative",English,violet - hole,1
Limbo Rock,Chubby Checker,1962,0,"Oldies,Rock 'n Roll",English,limbo rock - chubby checker,1
Better Man,Paolo Nutini,2014,0,"Soul,Soft rock,Folk",English,better man - paolo nutini,1
Blow Me (One Last Kiss),Pink,2012,1,"Pop,Rock",English,blow me (one last kiss) - pink,1
For You I Will,Monica,1996,0,Soft rock,English,for you i will - monica,1
Keep Yourself Alive,Queen,1973,0,"Hard/Metal,Rock",English,keep yourself alive - queen,1
Blow Your Mind (Mwah),Dua Lipa,2016,0,"Pop,80s,Electro",English,blow your mind (mwah) - dua lipa,1
Growing Pains,Alessia Cara,2018,0,Pop,English,growing pains - alessia cara,1
Come Home,OneRepublic,2007,0,"Pop,Soft rock",English,come home - onerepublic,1
I Believe,Yolanda Adams,2008,0,"Pop,Soul",English,i believe - yolanda adams,1
Dust to Dust,The Civil Wars,2013,0,"Soft rock,Rock,Folk",English,dust to dust - the civil wars,1
Little Queenie,Chuck Berry,1959,0,Rock 'n Roll,English,little queenie - chuck berry,1
Let's Wait Awhile,Janet Jackson,1986,0,"Pop,Soft rock",English,let's wait awhile - janet jackson,1
Temperature,Sean Paul,2006,0,"Dance,Reggae",English,temperature - sean paul,1
Sorry (I Ran All the Way Home),The Impalas,1959,0,"Pop,Oldies",English,sorry (i ran all the way home) - the impalas,1
The Reflex,Duran Duran,1984,0,"Pop,80s",English,the reflex - duran duran,1
She Blinded Me with Science,Thomas Dolby,1982,0,80s,English,she blinded me with science - thomas dolby,1
Feels Like We Only Go Backwards,Tame Impala,2012,0,Pop,English,feels like we only go backwards - tame impala,1
Be My Lover,Alice Cooper,1971,0,"Hard/Metal,Rock",English,be my lover - alice cooper,1
Forever,Chris Brown,2008,0,"Pop,R&B",English,forever - chris brown,1
Cloudbusting,Kate Bush,1985,0,"Alternative,Soft rock",English,cloudbusting - kate bush,1
Hush,Kula Shaker,1997,0,"Rock,Alternative",English,hush - kula shaker,1
Love Me Again,John Newman,2013,0,"Pop,R&B",English,love me again - john newman,1
All Of The Lights,Kanye West,2011,0,"Rap,R&B",English,all of the lights - kanye west,1
Genetics,Meghan Trainor,2020,0,"Pop,R&B,Duet",English,genetics - meghan trainor,1
Hair Of The Dog,Nazareth,1975,1,"Hard/Metal,Rock",English,hair of the dog - nazareth,1
Saturday Night Special,Lynyrd Skynyrd,1975,0,"Rock,Country",English,saturday night special - lynyrd skynyrd,1
My Life Would Suck Without You,Kelly Clarkson,2009,0,"Pop,Rock",English,my life would suck without you - kelly clarkson,1
Daylight,Maroon 5,2012,0,Pop,English,daylight - maroon 5,1
Trouble,Ray LaMontagne,2006,0,Folk,English,trouble - ray lamontagne,1
Maneater,Nelly Furtado,2006,0,"Pop,Electro,Dance",English,maneater - nelly furtado,1
Runaway,Bonnie Raitt,1977,0,"Rock,Pop",English,runaway - bonnie raitt,1
Everything,Lifehouse,2000,0,"Pop,Rock",English,everything - lifehouse,1
Why Did You Do It,Stretch,1975,0,Funk,English,why did you do it - stretch,1
One,Ed Sheeran,2014,0,"Folk,Pop",English,one - ed sheeran,1
Love Me Harder,Ariana Grande,2014,0,"Pop,Electro,Teen pop",English,love me harder - ariana grande,1
Stripped,Depeche Mode,1986,0,"Pop,Electro,80s",English,stripped - depeche mode,1
Worth It,Fifth Harmony,2015,0,"R&B,Pop,Rap",English,worth it - fifth harmony,1
Movin' On,Bad Company,1974,0,"Rock,Hard/Metal",English,movin' on - bad company,1
"Stop, Look, Listen (To Your Heart)",Marvin Gaye,1974,0,"Soul,Duet",English,"stop, look, listen (to your heart) - marvin gaye",1
Love Hangover,Diana Ross,1976,0,"Disco,Soul",English,love hangover - diana ross,1
You Make It Real,James Morrison,2008,0,"Pop,Rock",English,you make it real - james morrison,1
Somebody,Bryan Adams,1985,0,"Rock,Pop",English,somebody - bryan adams,1
Never Been Any Reason,Head East,1974,0,Rock,English,never been any reason - head east,1
Groove Me,King Floyd,1970,0,"Pop,Funk",English,groove me - king floyd,1
Sheena Is a Punk Rocker,Ramones,1977,0,"Punk/Grunge,Rock",English,sheena is a punk rocker - ramones,1
I Don't Care,Fall Out Boy,2008,0,"Rock,Punk/Grunge",English,i don't care - fall out boy,1
Right Time Of The Night,Jennifer Warnes,1977,0,"Pop,Country",English,right time of the night - jennifer warnes,1
The Sea,Morcheeba,1998,0,"Alternative,Electro,Rock",English,the sea - morcheeba,1
Let's Do It Again,The Staple Singers,1975,0,"Pop,Soul",English,let's do it again - the staple singers,1
Red Alert,Basement Jaxx,1999,0,"Electro,Funk,Dance",English,red alert - basement jaxx,1
Rockin' Around The Christmas Tree,Brenda Lee,1964,0,"Christmas,Pop,Rock",English,rockin' around the christmas tree - brenda lee,1
You'll Lose a Good Thing,Barbara Lynn,1962,0,"Love,Blues",English,you'll lose a good thing - barbara lynn,1
Many Of Horror,Biffy Clyro,2010,0,Rock,English,many of horror - biffy clyro,1
Good One Comin' On,Blackberry Smoke,2009,0,"Country,Rock",English,good one comin' on - blackberry smoke,1
Patches,Clarence Carter,1970,0,Soul,English,patches - clarence carter,1
Just The Two Of Us,Will Smith,1998,0,"Rap,R&B",English,just the two of us - will smith,1
Stealin',Uriah Heep,1973,0,"Hard/Metal,Rock",English,stealin' - uriah heep,1
It's Oh So Quiet,Betty Hutton,1948,0,"Jazz,Pop",English,it's oh so quiet - betty hutton,1
Love Will Find A Way,Pablo Cruise,1978,0,Pop,English,love will find a way - pablo cruise,1
Cowboys From Hell,Pantera,1990,0,Hard/Metal,English,cowboys from hell - pantera,1
Lit Up,Buckcherry,1999,0,"Hard/Metal,Rock",English,lit up - buckcherry,1
Jesus Is Just Alright,The Doobie Brothers,1972,0,"Rock,Pop",English,jesus is just alright - the doobie brothers,1
Yes We Can Can,The Pointer Sisters,1973,0,"Funk,Soul,Oldies",English,yes we can can - the pointer sisters,1
Better Get To Livin',Dolly Parton,2007,0,Country,English,better get to livin' - dolly parton,1
Soulmate,Lizzo,2019,1,"R&B,Rap,Pop",English,soulmate - lizzo,1
Rainy Day Woman,Waylon Jennings,1975,0,"Country,Oldies",English,rainy day woman - waylon jennings,1
Tender,Blur,1999,0,"Rock,Alternative,Gospel",English,tender - blur,1
Five To One,The Doors,1968,0,Rock,English,five to one - the doors,1
Suicide Solution,Ozzy Osbourne,1980,0,Hard/Metal,English,suicide solution - ozzy osbourne,1
Things We Lost In The Fire,Bastille,2013,0,"Alternative,Rock",English,things we lost in the fire - bastille,1
Lightning Bolt,Jake Bugg,2012,0,"Rock,Alternative,Folk",English,lightning bolt - jake bugg,1
Born to Lose,Ray Charles,1962,0,Soul,English,born to lose - ray charles,1
The Warrior,Scandal,1984,0,"Pop,Rock",English,the warrior - scandal,1
Space Truckin',Deep Purple,1972,0,"Hard/Metal,Rock",English,space truckin' - deep purple,1
Fallen,Sarah McLachlan,2003,0,"Pop,Soft rock",English,fallen - sarah mclachlan,1
We Don't Have to Take Our Clothes Off,Jermaine Stewart,1986,0,"Pop,80s,Funk",English,we don't have to take our clothes off - jermaine stewart,1
Love is Alive,Gary Wright,1976,0,"Rock,Funk",English,love is alive - gary wright,1
Unpretty,TLC,1999,0,Teen pop,English,unpretty - tlc,1
She Said,Plan B,2010,0,"Soul,Pop,Rap",English,she said - plan b,1
Dream,Roy Orbison,1963,0,"Love,Pop",English,dream - roy orbison,1
Jailbreak,Thin Lizzy,1976,0,"Rock,Hard/Metal",English,jailbreak - thin lizzy,1
Labour of Love,Hue and Cry,1987,0,"Funk,Disco",English,labour of love - hue and cry,1
You Can Get It If You Really Want,Jimmy Cliff,1972,0,Reggae,English,you can get it if you really want - jimmy cliff,1
"The More You Ignore Me, The Closer I Get",Morrissey,1994,0,"Rock,Alternative",English,"the more you ignore me, the closer i get - morrissey",1
Girl U Want,Devo,1980,0,"80s,Rock,Alternative",English,girl u want - devo,1
Lonely Road of Faith,Kid Rock,2001,0,Rock,English,lonely road of faith - kid rock,1
I Don't Want to Wait,Paula Cole,1997,0,"Pop,Rock",English,i don't want to wait - paula cole,1
Take Me To The River,Al Green,1974,0,"Soul,Pop",English,take me to the river - al green,1
Vindicated,Dashboard Confessional,2004,0,Rock,English,vindicated - dashboard confessional,1
Love Don't Live Here,Lady Antebellum,2007,0,Country,English,love don't live here - lady antebellum,1
Hate That I Love You,Rihanna,2007,0,"Pop,R&B",English,hate that i love you - rihanna,1
Party Doll,Buddy Knox,1957,0,"Oldies,Rock",English,party doll - buddy knox,1
Satellite of Love,Lou Reed,1972,0,Rock,English,satellite of love - lou reed,1
Walking on a Dream,Empire Of The Sun,2008,0,"80s,Rock",English,walking on a dream - empire of the sun,1
Pride And Joy,Marvin Gaye,1962,0,"Blues,Soul",English,pride and joy - marvin gaye,1
Summer Breeze,The Isley Brothers,1974,0,Soul,English,summer breeze - the isley brothers,1
Wild Things,Alessia Cara,2016,0,Pop,English,wild things - alessia cara,1
It's a Love Thing,The Whispers,1980,0,"Disco,Funk,Soul",English,it's a love thing - the whispers,1
Buttons,The Pussycat Dolls,2005,0,"Teen pop,R&B,Oriental",English,buttons - the pussycat dolls,1
Video,India Arie,2001,0,"Pop,Soft rock",English,video - india arie,1
In the Waiting Line,Zero 7,2001,0,"Electro,Pop",English,in the waiting line - zero 7,1
A Drop In The Ocean,Ron Pope,2009,0,"Pop,Soft rock",English,a drop in the ocean - ron pope,1
Wherever You Will Go,Charlene Soraia,2011,0,Pop,English,wherever you will go - charlene soraia,1
Rose Marie,Slim Whitman,1955,0,"Country,Love,Oldies",English,rose marie - slim whitman,1
Money (That's What I Want),Barrett Strong,1959,0,Rock 'n Roll,English,money (that's what i want) - barrett strong,1
Sha-La-La-La-Lee,Small Faces,1966,0,"Rock,Pop",English,sha-la-la-la-lee - small faces,1
Ocean Man,Ween,1997,0,"Rock,Alternative",English,ocean man - ween,1
"Blue Morning, Blue Day",Foreigner,1978,0,"Rock,Hard/Metal",English,"blue morning, blue day - foreigner",1
Lights,Ellie Goulding,2011,0,"Pop,Electro,Alternative",English,lights - ellie goulding,1
Catch & Release,Matt Simons,2014,0,"Pop,Folk",English,catch & release - matt simons,1
Lovebug,Jonas Brothers,2008,0,"Teen pop,Rock,Folk",English,lovebug - jonas brothers,1
Hushabye,The Mystics,1959,0,"Pop,Oldies",English,hushabye - the mystics,1
Soul Kitchen,The Doors,1967,0,Rock,English,soul kitchen - the doors,1
I Wanna Get Next to You,Rose Royce,1976,0,Soul,English,i wanna get next to you - rose royce,1
Kiss Kiss,Holly Valance,2002,0,"Pop,Teen pop,Dance,R&B",English,kiss kiss - holly valance,1
Sway,Bic Runga,1997,0,"Pop,Soft rock,Folk",English,sway - bic runga,1
Jealous (I Ain't With It),Chromeo,2014,0,"Pop,Electro",English,jealous (i ain't with it) - chromeo,1
19-2000,Gorillaz,2001,0,"Electro,Pop",English,19-2000 - gorillaz,1
Harbor Lights,The Platters,1960,0,Oldies,English,harbor lights - the platters,1
What Can I Say,Brandi Carlile,2005,0,"Folk,Love",English,what can i say - brandi carlile,1
Working For The Man,Roy Orbison,1962,0,"Rock 'n Roll,Oldies",English,working for the man - roy orbison,1
Goodnite,Melody Gardot,2007,0,Jazz,English,goodnite - melody gardot,1
Your Woman,White Town,1997,0,"Pop,Alternative,Electro",English,your woman - white town,1
The Sun Is Rising,Britt Nicole,2012,0,"Pop,Electro,Rock",English,the sun is rising - britt nicole,1
The Coffee Song,Frank Sinatra,1961,0,Jazz,English,the coffee song - frank sinatra,1
Lilly,Pink Martini,2004,0,"Latin,Jazz,Pop",English,lilly - pink martini,1
Spirits,The Strumbellas,2015,0,"Rock,Alternative",English,spirits - the strumbellas,1
Good Vibrations,Marky Mark and The Funky Bunch,1991,0,"Rap,Dance,Pop",English,good vibrations - marky mark and the funky bunch,1
Katmandu,Bob Seger,1975,0,Rock,English,katmandu - bob seger,1
Birthday,Katy Perry,2013,0,Pop,English,birthday - katy perry,1
Hello Sunshine,Bruce Springsteen,2019,0,Country,English,hello sunshine - bruce springsteen,1
Tongue Tied,Grouplove,2011,0,"Alternative,Pop,Rock",English,tongue tied - grouplove,1
Lazarus,David Bowie,2015,0,"Rock,Jazz",English,lazarus - david bowie,1
And We Danced,The Hooters,1985,0,"Rock,Pop",English,and we danced - the hooters,1
There She Goes,Sixpence None the Richer,1999,0,"Pop,Rock",English,there she goes - sixpence none the richer,1
Madman Across the Water,Elton John,1971,0,"Rock,Soft rock",English,madman across the water - elton john,1
You're Getting to Be a Habit with Me,Frank Sinatra,1956,0,"Jazz,Love",English,you're getting to be a habit with me - frank sinatra,1
Dirt,Florida Georgia Line,2014,0,Country,English,dirt - florida georgia line,1
Midnight Rider,Gregg Allman,1973,0,"Rock,Country",English,midnight rider - gregg allman,1
Don't Cry Baby,Etta James,1961,0,"Blues,Jazz,Oldies",English,don't cry baby - etta james,1
All At Sea,Jamie Cullum,2003,0,"Pop,Jazz",English,all at sea - jamie cullum,1
He's So Fine,The Chiffons,1967,0,Oldies,English,he's so fine - the chiffons,1
Only the Young,Journey,1985,0,"Rock,Pop",English,only the young - journey,1
Castaway,Zac Brown Band,2015,0,"Country,Reggae,Rock",English,castaway - zac brown band,1
Creepin',Eric Church,2011,0,Country,English,creepin' - eric church,1
Wedding Bell Blues,The 5th Dimension,1969,0,"Pop,Oldies",English,wedding bell blues - the 5th dimension,1
Do It Again,The Beach Boys,1968,0,"Pop,Rock 'n Roll",English,do it again - the beach boys,1
Inner Smile,Texas,2000,0,"Pop,Rock",English,inner smile - texas,1
Get It On Tonite,Montell Jordan,1999,0,R&B,English,get it on tonite - montell jordan,1
Better In Time,Leona Lewis,2008,0,Pop,English,better in time - leona lewis,1
Pure Shores,All Saints,2000,0,"Teen pop,Pop",English,pure shores - all saints,1
A Beautiful Morning,The Rascals,1968,0,"Soul,Rock",English,a beautiful morning - the rascals,1
The Ripper,Judas Priest,1982,0,"Hard/Metal,Rock",English,the ripper - judas priest,1
Untitled,Simple Plan,2004,0,Soft rock,English,untitled - simple plan,1
Rockin' All Over the World,John Fogerty,1975,0,"Rock,Hard/Metal",English,rockin' all over the world - john fogerty,1
Mr. Pitiful,Otis Redding,1964,0,"Soul,Oldies",English,mr. pitiful - otis redding,1
Things Can Only Get Better,Howard Jones,1985,0,"Pop,80s",English,things can only get better - howard jones,1
Buffalo Stance,Neneh Cherry,1989,0,"Rap,80s",English,buffalo stance - neneh cherry,1
Chun-Li,Nicki Minaj,2018,1,Rap,English,chun-li - nicki minaj,1
You Got Me,Colbie Caillat,2009,0,"Pop,Rock",English,you got me - colbie caillat,1
Shout It Out Loud,Kiss,1976,0,"Rock,Hard/Metal",English,shout it out loud - kiss,1
Wonderful World,James Morrison,2006,0,"Soft rock,Pop",English,wonderful world - james morrison,1
Colours,Donovan,1965,0,Folk,English,colours - donovan,1
Night Birds,Shakatak,1982,0,"Funk,Jazz,Disco",English,night birds - shakatak,1
Paris Latino,Bandolero,1983,0,"French pop,80s,Disco","French,Spanish,English",paris latino - bandolero,1
Life Is But A Dream,The Harptones,1955,0,"Love,Oldies",English,life is but a dream - the harptones,1
Party Up,DMX,2000,1,Rap,English,party up - dmx,1
Locked Up,Akon,2004,1,"Rap,R&B",English,locked up - akon,1
Dare You To Move,Switchfoot,2005,0,"Pop,Rock",English,dare you to move - switchfoot,1
Dazz,Brick,1976,0,"Funk,Jazz,Soul",English,dazz - brick,1
Better Days,Goo Goo Dolls,2005,0,Rock,English,better days - goo goo dolls,1
War,Edwin Starr,1970,0,"Funk,Soul",English,war - edwin starr,1
She's Lost Control,Joy Division,1979,0,"Punk/Grunge,Rock",English,she's lost control - joy division,1
Beautiful Girl,INXS,1992,0,Rock,English,beautiful girl - inxs,1
Spill The Wine,Eric Burdon,1990,0,"Soft rock,Latin",English,spill the wine - eric burdon,1
Black And White,Three Dog Night,1972,0,"Rock,Pop",English,black and white - three dog night,1
Pennies from Heaven,Louis Prima,1957,0,"Jazz,Oldies",English,pennies from heaven - louis prima,1
So Wrong,Patsy Cline,1962,0,Pop,English,so wrong - patsy cline,1
Candy Girl,New Edition,1982,0,"80s,Funk",English,candy girl - new edition,1
Turn Down For What,DJ Snake,2013,0,Electro,English,turn down for what - dj snake,1
Nothing Can Change This Love,Sam Cooke,1962,0,"Soul,Love",English,nothing can change this love - sam cooke,1
Love Letters,Ketty Lester,1962,0,"Jazz,Oldies",English,love letters - ketty lester,1
The Wizard,Black Sabbath,1970,0,Hard/Metal,English,the wizard - black sabbath,1
Rainbow,Kesha,2017,0,Pop,English,rainbow - kesha,1
I Predict A Riot,Kaiser Chiefs,2005,0,"Rock,Alternative",English,i predict a riot - kaiser chiefs,1
I've Seen That Face Before (Libertango),Grace Jones,1981,0,"80s,Reggae","French,English",i've seen that face before (libertango) - grace jones,1
Love Don't Live Here Anymore,Rose Royce,1978,0,Soul,English,love don't live here anymore - rose royce,1
Nude,Radiohead,2007,0,"Alternative,Soft rock",English,nude - radiohead,1
Wonderful,Everclear,2000,0,"Pop,Rock,Alternative",English,wonderful - everclear,1
Sunday Morning,The Velvet Underground,1966,0,"Rock,Alternative",English,sunday morning - the velvet underground,1
Smack My Bitch Up,The Prodigy,1997,1,"Electro,Alternative",English,smack my bitch up - the prodigy,1
6 Underground,Sneaker Pimps,1996,0,"Electro,Pop",English,6 underground - sneaker pimps,1
Fly,Sugar Ray,1997,0,"Pop,Rock",English,fly - sugar ray,1
Fidelity,Regina Spektor,2006,0,"Alternative,Folk",English,fidelity - regina spektor,1
Back in the Saddle,Aerosmith,1977,0,"Hard/Metal,Rock",English,back in the saddle - aerosmith,1
I Get The Sweetest Feeling,Jackie Wilson,1968,0,"Pop,Soul",English,i get the sweetest feeling - jackie wilson,1
Chains,Nick Jonas,2014,0,"Pop,R&B,Electro",English,chains - nick jonas,1
Just A Dream,Nelly,2010,0,"R&B,Rap",English,just a dream - nelly,1
Realize,Colbie Caillat,2008,0,"Pop,Folk",English,realize - colbie caillat,1
Break It Down Again,Tears For Fears,1993,0,Rock,English,break it down again - tears for fears,1
I Remember,Deadmau5,2008,0,Electro,English,i remember - deadmau5,1
We Can Work It Out,Stevie Wonder,1970,0,"Soul,Pop",English,we can work it out - stevie wonder,1
Sell Out,Reel Big Fish,1997,0,Ska,English,sell out - reel big fish,1
Ignorance,Paramore,2009,0,"Rock,Punk/Grunge",English,ignorance - paramore,1
That's Not My Name,The Ting Tings,2007,0,"Alternative,Dance,Rock",English,that's not my name - the ting tings,1
The One That You Love,Air Supply,1981,0,"Soft rock,Pop",English,the one that you love - air supply,1
Run,Collective Soul,1999,0,"Pop,Rock",English,run - collective soul,1
Minority,Green Day,2000,0,"Rock,Punk/Grunge,Alternative",English,minority - green day,1
The Adventure,Angels and Airwaves,2006,0,"Rock,Alternative",English,the adventure - angels and airwaves,1
Sign Of The Gypsy Queen,April Wine,1981,0,"Hard/Metal,Rock",English,sign of the gypsy queen - april wine,1
Digging in the Dirt,Peter Gabriel,1992,0,"Pop,Rock",English,digging in the dirt - peter gabriel,1
Marry Me,Jason Derulo,2013,0,Pop,English,marry me - jason derulo,1
Hallelujah,Alicia Keys,2016,0,"Soul,R&B,Pop",English,hallelujah - alicia keys,1
Everybody Have Fun Tonight,Wang Chung,1986,0,"Pop,80s",English,everybody have fun tonight - wang chung,1
The Seeker,The Who,1970,0,"Rock,Hard/Metal",English,the seeker - the who,1
Balls to the Wall,Accept,1983,0,"Hard/Metal,Rock,Alternative",English,balls to the wall - accept,1
Crush,David Archuleta,2008,0,Pop,English,crush - david archuleta,1
Beautiful,Akon,2009,0,"R&B,Rap",English,beautiful - akon,1
"Say Hello, Wave Goodbye",Soft Cell,1981,0,"Pop,80s",English,"say hello, wave goodbye - soft cell",1
Even the Losers,Tom Petty,1979,0,Rock,English,even the losers - tom petty,1
Help Me,Joni Mitchell,1974,0,Soft rock,English,help me - joni mitchell,1
Roll To Me,Del Amitri,1995,0,"Rock,Alternative,Pop",English,roll to me - del amitri,1
Ain't Wastin' Time No More,The Allman Brothers Band,1972,0,"Rock,Blues",English,ain't wastin' time no more - the allman brothers band,1
I'd Like To,Corinne Bailey Rae,2006,0,"R&B,Soul",English,i'd like to - corinne bailey rae,1
He's The Greatest Dancer,Sister Sledge,1979,0,"Disco,Funk,Soul",English,he's the greatest dancer - sister sledge,1
Nookie,Limp Bizkit,1999,0,"Hard/Metal,Rap,Rock",English,nookie - limp bizkit,1
I'm A Fool To Want You,Billie Holiday,1958,0,Jazz,English,i'm a fool to want you - billie holiday,1
Like A G6,Far East Movement,2010,0,"Electro,Dance",English,like a g6 - far east movement,1
Jamie's Cryin',Van Halen,1978,0,"Pop,Rock",English,jamie's cryin' - van halen,1
Happy Birthday,Altered Images,1981,0,"Alternative,Rock,80s",English,happy birthday - altered images,1
Five Feet High and Rising,Johnny Cash,1959,0,"Country,Oldies",English,five feet high and rising - johnny cash,1
Words I Couldn't Say,Leighton Meester,2010,0,"Country,Pop",English,words i couldn't say - leighton meester,1
I'll Be Home For Christmas,Bing Crosby,2019,0,Christmas,English,i'll be home for christmas - bing crosby,1
She's All I Got,Johnny Paycheck,1971,0,Country,English,she's all i got - johnny paycheck,1
In-A-Gadda-Da-Vida,Iron Butterfly,1968,0,Rock,English,in-a-gadda-da-vida - iron butterfly,1
Fire,The Ohio Players,1974,0,Funk,English,fire - the ohio players,1
Allison Road,Gin Blossoms,1992,0,"Pop,Alternative,Rock",English,allison road - gin blossoms,1
Out of My Head,Fastball,1999,0,"Pop,Rock,Alternative",English,out of my head - fastball,1
Big Rock Candy Mountain,Harry Mcclintock,1928,0,Country,English,big rock candy mountain - harry mcclintock,1
Home Sweet Home,Carrie Underwood,2009,0,"Pop,Rock,Country",English,home sweet home - carrie underwood,1
Can't Rely On You,Paloma Faith,2014,0,"Soul,Funk",English,can't rely on you - paloma faith,1
Ooh la la,Faces,1973,0,"Pop,Folk,Rock",English,ooh la la - faces,1
Kids,MGMT,2008,0,"Pop,Alternative,Rock,Electro",English,kids - mgmt,1
The Way I Do,Bishop Briggs,2017,0,"Pop,Electro",English,the way i do - bishop briggs,1
Soul Meets Body,Death Cab For Cutie,2005,0,"Rock,Pop",English,soul meets body - death cab for cutie,1
Secret,Maroon 5,2002,0,"Pop,Rock",English,secret - maroon 5,1
Saved By Zero,The Fixx,1982,0,"80s,Pop",English,saved by zero - the fixx,1
Standing On The Corner,Dean Martin,1956,0,"Oldies,Jazz",English,standing on the corner - dean martin,1
I'd Rather Be With You,Joshua Radin,2008,0,"Folk,Pop",English,i'd rather be with you - joshua radin,1
I Stand Alone,Godsmack,2002,0,"Hard/Metal,Punk/Grunge,Rock",English,i stand alone - godsmack,1
You Have Been Loved,George Michael,1997,0,"80s,Love,Pop",English,you have been loved - george michael,1
Family Affair,Sly and the Family Stone,1971,0,"Soul,Funk",English,family affair - sly and the family stone,1
80's Mercedes,Maren Morris,2016,0,"Pop,Country",English,80's mercedes - maren morris,1
Friday,Rebecca Black,2011,0,Teen pop,English,friday - rebecca black,1
Another Part of Me,Michael Jackson,1988,0,"Pop,Funk,80s",English,another part of me - michael jackson,1
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,1969,0,Rock,English,"yester-me, yester-you, yesterday - stevie wonder",1
Smokin',Boston,1976,0,Rock,English,smokin' - boston,1
Carol,Chuck Berry,1958,0,Rock 'n Roll,English,carol - chuck berry,1
Smile,Uncle Kracker,2009,0,"Pop,Country",English,smile - uncle kracker,1
Everyday Is Like Sunday,Morrissey,1988,0,"Rock,80s",English,everyday is like sunday - morrissey,1
Right Round,Flo Rida,2009,0,"Pop,Rap,Electro",English,right round - flo rida,1
She Wolf,Shakira,2009,0,"Pop,Dance,Electro",English,she wolf - shakira,1
All The Way,Billie Holiday,1945,0,Jazz,English,all the way - billie holiday,1
Rock And Roll Part Two,Gary Glitter,1974,0,"Rock,Rock 'n Roll,Pop",English,rock and roll part two - gary glitter,1
