Title,Artist,Year,Explicit,Styles,Languages,title_artist,synced
Everything I Love,Alan Jackson,1997,0,Country,English,everything i love - alan jackson,0
Incredible Machine,Sugarland,2010,0,"Pop,Country,Rock",English,incredible machine - sugarland,0
I'd Rather Go Blind,Beyoncé,2008,0,"Soul,Blues",English,i'd rather go blind - beyoncé,0
Breaking The Law,Emeli Sandé,2012,0,Soul,English,breaking the law - emeli sandé,0
Ces mots stupides,Sacha Distel,1967,0,"French pop,Love,Duet",French,ces mots stupides - sacha distel,0
San Franciscan Nights,Eric Burdon,1967,0,"Folk,Rock",English,san franciscan nights - eric burdon,0
Make It To Me,Sam Smith,2014,0,Pop,English,make it to me - sam smith,0
Moving On,Gary Moore,1990,0,"Rock,Blues",English,moving on - gary moore,0
Bieszczadzkie anioły,Stare Dobre Małżeństwo,2000,0,"Folk,Love",Polish,bieszczadzkie anioły - stare dobre małżeństwo,0
Only When You Leave,Spandau Ballet,1984,0,"Pop,Rock,80s",English,only when you leave - spandau ballet,0
Almost Like Being In Love,Natalie Cole,1991,0,Jazz,English,almost like being in love - natalie cole,0
Give Me The Simple Life,Steve Tyrell,1999,0,Jazz,English,give me the simple life - steve tyrell,0
Addio del passato,Lara Fabian,2003,0,Classical,Italian,addio del passato - lara fabian,0
Tu t'laisses aller,Charles Aznavour,1960,0,French pop,French,tu t'laisses aller - charles aznavour,0
Ein Schöner Tag,Lena Valaitis,1976,0,"Traditionnal,Gospel",German,ein schöner tag - lena valaitis,0
Dans tes yeux chaque jour,Patrick Fiori,2014,0,"French pop,Folk,Latin",French,dans tes yeux chaque jour - patrick fiori,0
Pourquoi pleurer,Claude François,1975,0,French pop,French,pourquoi pleurer - claude françois,0
Schöner fremder mann,Connie Francis,1961,0,"Schlager,Oldies",German,schöner fremder mann - connie francis,0
Achterbahn (Live),Helene Fischer,2017,0,"Schlager,Dance",German,achterbahn (live) - helene fischer,0
Sorry 2004,Ruben Studdard,2003,0,"R&B,Soul",English,sorry 2004 - ruben studdard,0
Main dans la main,Christophe,1972,0,"French pop,Love",French,main dans la main - christophe,0
Juste quelqu'un de bien,Enzo Enzo,1994,0,"French pop,Jazz",French,juste quelqu'un de bien - enzo enzo,0
Lucie,Natasha St-Pier,2003,0,French pop,French,lucie - natasha st-pier,0
"Jeune, je ne savais rien",Thomas Dutronc,2007,0,"French pop,Folk",French,"jeune, je ne savais rien - thomas dutronc",0
Quand j'serai KO,Alain Souchon,1988,0,French pop,"French,English",quand j'serai ko - alain souchon,0
My Interpretation,Mika,2007,0,Pop,English,my interpretation - mika,0
A Little Ray Of Sunshine,Axiom,1970,0,Rock,English,a little ray of sunshine - axiom,0
Butterfly Kisses,Bob Carlisle,1996,0,Soft rock,English,butterfly kisses - bob carlisle,0
Tell Me What You Want Me to Do,Tevin Campbell,1991,0,"Soft rock,Soul",English,tell me what you want me to do - tevin campbell,0
The Tourist,Radiohead,1997,0,"Rock,Alternative",English,the tourist - radiohead,0
The Silver Tongued Devil and I,Kris Kristofferson,1971,0,Country,English,the silver tongued devil and i - kris kristofferson,0
Sempre Sempre,Al Bano & Romina Power,1986,0,"80s,Pop,Duet",Italian,sempre sempre - al bano & romina power,0
Tutti Frutti,Little Richard,1955,0,Rock 'n Roll,English,tutti frutti - little richard,0
Hollywood,Marina and The Diamonds,2010,0,"Pop,Electro",English,hollywood - marina and the diamonds,0
Mens durf te leven,Wende Snijders,2005,0,Jazz,Dutch,mens durf te leven - wende snijders,0
Pillowtalk,Zayn Malik,2016,0,"Pop,Electro,R&B",English,pillowtalk - zayn malik,0
Primadonna,Marina and The Diamonds,2012,0,"Pop,Electro",English,primadonna - marina and the diamonds,0
"T'es mon amour, t'es ma maîtresse",Ginette Reno,1974,0,"French pop,Duet,Love",French,"t'es mon amour, t'es ma maîtresse - ginette reno",0
Blow,Ed Sheeran,2019,0,"Rock,Pop,Duet",English,blow - ed sheeran,0
Une fenêtre ouverte,Pauline Ester,1991,0,"French pop,Latin,Jazz",French,une fenêtre ouverte - pauline ester,0
Change Your Life,Iggy Azalea,2013,0,"Rap,Pop,Dance",English,change your life - iggy azalea,0
Let it Rain,Eric Clapton,1970,0,Rock,English,let it rain - eric clapton,0
"Goodbye Sam, Hello Samantha",Cliff Richard,1970,0,Pop,English,"goodbye sam, hello samantha - cliff richard",0
Tonight The Heartache's On Me,Dixie Chicks,1998,0,Country,English,tonight the heartache's on me - dixie chicks,0
Carrie Anne,The Hollies,1967,0,"Pop,Rock",English,carrie anne - the hollies,0
One of Us,Cher,2018,0,Pop,English,one of us - cher,0
T.H.E. (The Hardest Ever),will.i.am,2011,0,"Rap,Electro",English,t.h.e. (the hardest ever) - will.i.am,0
Take Control,Roll Deep,2010,0,"Electro,Pop,R&B",English,take control - roll deep,0
Comme ils disent,Shy'm,2012,0,French pop,French,comme ils disent - shy'm,0
Will the Circle Be Unbroken,Nitty Gritty Dirt Band,1972,0,"Country,Folk",English,will the circle be unbroken - nitty gritty dirt band,0
Beautiful Disaster,Kelly Clarkson,2003,0,"Pop,Rock",English,beautiful disaster - kelly clarkson,0
Thinking of You,Simply Red,2019,0,"Pop,Funk,Soul",English,thinking of you - simply red,0
Nature Boy,Nat King Cole,1948,0,Jazz,English,nature boy - nat king cole,0
Make Me Pure,Robbie Williams,2005,0,"Soft rock,Pop",English,make me pure - robbie williams,0
Tausend Tattoos,Sido,2018,0,"Rap,Pop",German,tausend tattoos - sido,0
A Glass Of Champagne,Sailor,1975,0,Pop,English,a glass of champagne - sailor,0
I Drove All Night (With the Royal Philharmonic Orchestra),Roy Orbison,2017,0,"Rock,Duet",English,i drove all night (with the royal philharmonic orchestra) - roy orbison,0
Some Nights,Fun,2012,0,"Alternative,Pop,Rock",English,some nights - fun,0
It Is What It Is,Kacey Musgraves,2013,0,Country,English,it is what it is - kacey musgraves,0
It's Not The End Of The World But I Can See It From Here,Lostprophets,2009,0,"Hard/Metal,Rock",English,it's not the end of the world but i can see it from here - lostprophets,0
Wind Cries Mary,Jamie Cullum,2003,0,Jazz,English,wind cries mary - jamie cullum,0
Angel,Aerosmith,1988,0,Rock,English,angel - aerosmith,0
Iris,Boyce Avenue,2008,0,"Soft rock,Folk,Alternative",English,iris - boyce avenue,0
Dancing with a Stranger,Sam Smith,2019,0,"Pop,Duet,Electro",English,dancing with a stranger - sam smith,0
Don't Speak,Sarah Menescal,2006,0,"Jazz,Latin,Pop",English,don't speak - sarah menescal,0
Don't Drive My Car,Status Quo,1980,0,"Rock,Pop",English,don't drive my car - status quo,0
It's A Great Day To Be Alive,Travis Tritt,2000,0,Country,English,it's a great day to be alive - travis tritt,0
Golden Hour,Kacey Musgraves,2018,0,"Pop,Country",English,golden hour - kacey musgraves,0
Such a Night,Cliff Richard,2013,0,Rock 'n Roll,English,such a night - cliff richard,0
Alone With You,Tevin Campbell,1992,0,"Soft rock,Soul",English,alone with you - tevin campbell,0
Please Mr. Postman,The Carpenters,1975,0,Oldies,English,please mr. postman - the carpenters,0
Blessed Assurance,Alan Jackson,2006,0,"Country,Christian,Gospel",English,blessed assurance - alan jackson,0
You Found Me,Kelly Clarkson,2005,0,"Pop,Rock",English,you found me - kelly clarkson,0
Afterglow,Wilkinson,2013,0,"Electro,Dance",English,afterglow - wilkinson,0
In Between,Scotty McCreery,2018,0,Country,English,in between - scotty mccreery,0
Ma Quale Idea,Pino D'angio,1981,0,"Disco,Funk",Italian,ma quale idea - pino d'angio,0
Love Will Keep Us Together,Captain & Tennille,1975,0,Pop,English,love will keep us together - captain & tennille,0
They Weren't There,Missy Higgins,2004,0,Pop,English,they weren't there - missy higgins,0
Out In The Fields,Gary Moore,1985,0,"Hard/Metal,Rock",English,out in the fields - gary moore,0
Oh les filles,Au Bonheur des Dames,1973,0,"Rock 'n Roll,Rock,Humour,French pop",French,oh les filles - au bonheur des dames,0
Some People,LeAnn Rimes,2005,0,Country,English,some people - leann rimes,0
Fucked With An Anchor,Alestorm,2017,1,"Hard/Metal,Rock",English,fucked with an anchor - alestorm,0
Vita spericolata,Vasco Rossi,1983,0,"Pop,Rock",Italian,vita spericolata - vasco rossi,0
A Thousand Miles,Boyce Avenue,2011,0,"Pop,Soft rock,Duet",English,a thousand miles - boyce avenue,0
Living Next Door To Alice (feat. Roy Chubby Brown),Smokie,1995,1,"Pop,Rock",English,living next door to alice (feat. roy chubby brown) - smokie,0
Adore,Jasmine Thompson,2015,0,"Electro,Pop",English,adore - jasmine thompson,0
Abballati,Roberto Alagna,2008,0,"World/Folk,Latin",Italian,abballati - roberto alagna,0
Sexy Sadie,The Beatles,1968,0,"Pop,Rock",English,sexy sadie - the beatles,0
Per Il Resto tutto Bene (feat. Helene Fischer),Eros Ramazzotti,2018,0,"Duet,Pop,Rock","Italian,English",per il resto tutto bene (feat. helene fischer) - eros ramazzotti,0
Welcome To The Jungle,Guns N' Roses,1987,0,"Hard/Metal,Rock",English,welcome to the jungle - guns n' roses,0
Cho Ka Ka O,Annie Cordy,1985,0,French pop,French,cho ka ka o - annie cordy,0
The Hardest Thing,98 Degrees,1998,0,Teen pop,English,the hardest thing - 98 degrees,0
Deck The Halls,Children's Chorus,1784,0,"Christmas,Kids,Traditionnal",English,deck the halls - children's chorus,0
Use Somebody,Pixie Lott,2008,0,Soft rock,English,use somebody - pixie lott,0
Emperor's New Clothes,Panic! At the Disco,2015,0,"Rap,80s,Alternative,Rock,Pop",English,emperor's new clothes - panic! at the disco,0
"Twarze, twarze",Michał Bajor,2002,0,Pop,Polish,"twarze, twarze - michał bajor",0
Scars,James Bay,2015,0,"Pop,Rock,Alternative",English,scars - james bay,0
It Was Almost Like a Song,Ronnie Milsap,1977,0,"Pop,Country",English,it was almost like a song - ronnie milsap,0
"Testing 1,2,3",Barenaked Ladies,2004,0,"Pop,Rock",English,"testing 1,2,3 - barenaked ladies",0
Les démons de minuit,Collectif Métissé,2014,0,"French pop,Dance,Zouk/Creole,Duet",French,les démons de minuit - collectif métissé,0
Dream A World,Kwanzaa Singers,2005,0,"Zouk/Creole,Traditionnal",English,dream a world - kwanzaa singers,0
Stay,Sugarland,2007,0,Country,English,stay - sugarland,0
Before You Accuse Me,Creedence Clearwater Revival,1970,0,"Blues,Rock,Rock 'n Roll",English,before you accuse me - creedence clearwater revival,0
Our Kind Of Love,Lady Antebellum,2010,0,"Country,Soft rock,Duet",English,our kind of love - lady antebellum,0
April Showers,Sugarland,2006,0,Country,English,april showers - sugarland,0
Hello Mary Lou,Ricky Nelson,1961,0,"Rock,Pop",English,hello mary lou - ricky nelson,0
La Frase Tonta de la Semana,La 5a estación,2009,0,"Rock,Pop",Spanish,la frase tonta de la semana - la 5a estación,0
Brokenhearted,William Michael Morgan,2018,0,Country,English,brokenhearted - william michael morgan,0
Estate,Fabrizio Bosso,2008,0,Jazz,Italian,estate - fabrizio bosso,0
Why Can't We Live Together,Sade,1984,0,"Soul,R&B",English,why can't we live together - sade,0
Ma p'tite folie,Line Renaud,1952,0,"French pop,Oldies",French,ma p'tite folie - line renaud,0
Mourir pour des idées,Georges Brassens,1972,0,French pop,French,mourir pour des idées - georges brassens,0
Bitches Love Me,Lil Wayne,2013,1,Rap,English,bitches love me - lil wayne,0
Felicità,Al Bano & Romina Power,1982,0,"80s,Duet",Italian,felicità - al bano & romina power,0
Mais qui est la belette ?,Manau,1998,0,"Rap,French pop,Celtic",French,mais qui est la belette ? - manau,0
Animal Nitrate,Suede,1993,0,"Rock,Alternative",English,animal nitrate - suede,0
Ewig,Andreas Gabalier,2018,0,"Pop,Soft rock",German,ewig - andreas gabalier,0
Sur la route de Memphis,Eddy Mitchell,1976,0,"French pop,Country",French,sur la route de memphis - eddy mitchell,0
Sea Of Heartbreak,Joe Brown,1966,0,Pop,English,sea of heartbreak - joe brown,0
A Little Bit Of Good,Chicago (The Musical),1975,0,Musical,English,a little bit of good - chicago (the musical),0
You Love Me,Kelly Clarkson,2011,0,"Pop,Rock",English,you love me - kelly clarkson,0
This Cat's On A Hot Tin Roof,Brian Setzer,1998,0,Blues,English,this cat's on a hot tin roof - brian setzer,0
Dress You Up,Madonna,1985,1,"Pop,80s",English,dress you up - madonna,0
I'm Young And Healthy,42nd Street,1933,0,"Oldies,Jazz",English,i'm young and healthy - 42nd street,0
Corazón partío,Alejandro Sanz,1998,0,"Latin,Love,Pop",Spanish,corazón partío - alejandro sanz,0
I Care,Beyoncé,2011,0,"R&B,Pop",English,i care - beyoncé,0
Love Won't Let Me Wait,Luther Vandross,1974,0,"Soft rock,Soul",English,love won't let me wait - luther vandross,0
I Gotta Get To You,George Strait,2010,0,Country,English,i gotta get to you - george strait,0
Dare (La La La),Shakira,2014,0,"Dance,Electro",English,dare (la la la) - shakira,0
I Try To Think About Elvis,Patty Loveless,1994,0,Country,English,i try to think about elvis - patty loveless,0
A Letter to You,Shakin' Stevens,1984,0,Country,English,a letter to you - shakin' stevens,0
Giving In,Adema,2001,0,"Hard/Metal,Rock",English,giving in - adema,0
Say My Name,Destiny's Child,1999,0,R&B,English,say my name - destiny's child,0
When My Ship Comes In,1930s Standards,1934,0,"Oldies,Jazz",English,when my ship comes in - 1930s standards,0
I Can't Stop Lovin' You (Though I Try),Leo Sayer,1978,0,"Pop,Rock",English,i can't stop lovin' you (though i try) - leo sayer,0
Lovin' on You,Luke Combs,2019,0,"Country,Rock",English,lovin' on you - luke combs,0
Cry Your Heart Out,Olly Murs,2012,0,Pop,English,cry your heart out - olly murs,0
Alles was ich brauche bist du,Claudia Jung,2015,0,Schlager,German,alles was ich brauche bist du - claudia jung,0
Something's Gotten Hold of My Heart,Gene Pitney,1967,0,Pop,English,something's gotten hold of my heart - gene pitney,0
I.G.Y.,Donald Fagen,1982,0,"Jazz,Funk,Rock",English,i.g.y. - donald fagen,0
I Bet You Don't Curse God,Christina Grimmie,2013,0,Pop,English,i bet you don't curse god - christina grimmie,0
The Trouble With Us,Chet Faker,2015,0,"Disco,Funk,Pop",English,the trouble with us - chet faker,0
Rock'n'roll attitude,Johnny Hallyday,1985,0,"French pop,Rock",French,rock'n'roll attitude - johnny hallyday,0
Erst ein Cappuccino,Kristina Bach,1990,0,Schlager,German,erst ein cappuccino - kristina bach,0
I Won't Let You Down,Meghan Trainor,2016,0,"Pop,Dance,R&B",English,i won't let you down - meghan trainor,0
Je voudrais tant que tu me donnes...,Dany Brillant,2001,0,"French pop,Latin",French,je voudrais tant que tu me donnes... - dany brillant,0
Lady Marlène,Daniel Balavoine,1977,0,French pop,French,lady marlène - daniel balavoine,0
Salade de fruits,Bourvil,1959,0,"French pop,Oldies",French,salade de fruits - bourvil,0
Jeder für jeden,Felix Jaehn,2016,0,"Pop,Electro,Dance",German,jeder für jeden - felix jaehn,0
Zu spät,Die Ärzte,2000,0,Rock,German,zu spät - die ärzte,0
7 Minutes,Dean Lewis,2019,0,Pop,English,7 minutes - dean lewis,0
Sweet Soul Music,Sam & Dave,1987,0,"Soul,Rock 'n Roll",English,sweet soul music - sam & dave,0
Intervention,Arcade Fire,2006,0,"Alternative,Rock",English,intervention - arcade fire,0
Un jour...,Dany Brillant,2004,0,"French pop,Jazz,Latin",French,un jour... - dany brillant,0
Qu'est-ce qu'on attend pour être heureux ?,Ray Ventura,1938,0,"Oldies,Humour,French pop",French,qu'est-ce qu'on attend pour être heureux ? - ray ventura,0
Rags to Riches,Elvis Presley,1970,0,"Love,Country,Oldies",English,rags to riches - elvis presley,0
Valió la Pena,Marc Anthony,2004,0,"Pop,Latin",Spanish,valió la pena - marc anthony,0
She Said She Said,The Beatles,1966,0,Rock,English,she said she said - the beatles,0
Run Away,Ben Platt,2019,0,Love,English,run away - ben platt,0
Roses blanches de Corfou,Nana Mouskouri,1960,0,French pop,French,roses blanches de corfou - nana mouskouri,0
Good Hearted Woman,Willie Nelson,1971,0,Country,English,good hearted woman - willie nelson,0
Tú y yo somos uno mismo,Timbiriche,1988,0,"80s,Pop",Spanish,tú y yo somos uno mismo - timbiriche,0
Pour la femme veuve qui s'éveille,Daniel Balavoine,1983,0,French pop,French,pour la femme veuve qui s'éveille - daniel balavoine,0
Bésame mucho como si fuera,Roberto Alagna,2011,0,"Latin,Classical",Spanish,bésame mucho como si fuera - roberto alagna,0
(Hey Why) Miss You Sometime,Pink,2019,1,Pop,English,(hey why) miss you sometime - pink,0
Don't Get Around Much Anymore (duet),Michael Bublé,2011,0,"Jazz,Duet",English,don't get around much anymore (duet) - michael bublé,0
Pieces,Rascal Flatts,2007,0,Country,English,pieces - rascal flatts,0
Quand on n'a que l'amour,Les Enfoirés,1996,0,"French pop,Duet",French,quand on n'a que l'amour - les enfoirés,0
Venus,Lady Gaga,2013,0,"80s,Dance,Pop",English,venus - lady gaga,0
Seal Our Fate,Gloria Estefan,1991,0,"Pop,Latin",English,seal our fate - gloria estefan,0
Andrea Doria,Udo Lindenberg,1973,0,"Pop,Rock",German,andrea doria - udo lindenberg,0
Amazing Grace,Susan Boyle,2009,0,"Gospel,Christian,Pop",English,amazing grace - susan boyle,0
Not Tonight,Lil' Kim,1997,0,Rap,English,not tonight - lil' kim,0
L'autre bout du monde,Emily Loizeau,2005,0,French pop,French,l'autre bout du monde - emily loizeau,0
Over The River and Through The Woods,1800s Standards,1840,0,Christian,English,over the river and through the woods - 1800s standards,0
"Signed, Sealed, Delivered I'm Yours",Michael McDonald,2003,0,Soul,English,"signed, sealed, delivered i'm yours - michael mcdonald",0
Let The Rain,Sara Bareilles,2010,0,"Pop,Rock",English,let the rain - sara bareilles,0
Night Prowler,AC/DC,1979,0,"Rock,Blues",English,night prowler - ac/dc,0
Make Your Own Kind of Music,Paloma Faith,2018,0,Pop,English,make your own kind of music - paloma faith,0
Kalimba De Luna,Boney M.,1984,0,"Pop,80s",English,kalimba de luna - boney m.,0
For All We Know,Donny Hathaway,1972,0,Soul,English,for all we know - donny hathaway,0
We Can Work It Out,Chaka Khan,1981,0,"Disco,Funk,80s",English,we can work it out - chaka khan,0
Valencia,Luis Mariano,1968,0,"Oldies,Latin",Spanish,valencia - luis mariano,0
If I Should Fall Behind,Paul Carrack,2012,0,Soft rock,English,if i should fall behind - paul carrack,0
My Foolish Heart,Engelbert Humperdinck,1985,0,"Oldies,Jazz",English,my foolish heart - engelbert humperdinck,0
Moves Like Jagger (Acoustic),Maroon 5,2011,1,Pop,English,moves like jagger (acoustic) - maroon 5,0
S'il suffisait d'aimer,Josh Groban,2018,0,"Pop,French pop",French,s'il suffisait d'aimer - josh groban,0
Moonlight,Gaullin,2018,0,"Pop,Electro,Dance",English,moonlight - gaullin,0
Big Things Poppin' (Do It),T.I.,2007,0,Rap,English,big things poppin' (do it) - t.i.,0
If Drinkin' Don't Kill Me (Her Memory Will),George Jones,1981,0,Country,English,if drinkin' don't kill me (her memory will) - george jones,0
Ready To Roll,Blake Shelton,2011,0,Country,English,ready to roll - blake shelton,0
Nur ein kleines Stück Papier,Wolfgang Petry,1989,0,Schlager,German,nur ein kleines stück papier - wolfgang petry,0
Easier Said Than Done,The Essex,1963,0,"Rock 'n Roll,Pop",English,easier said than done - the essex,0
A Day Without Love,Love Affair,1968,0,"Pop,Rock",English,a day without love - love affair,0
My Favorite Things,Postmodern Jukebox,2014,0,"Jazz,Christmas",English,my favorite things - postmodern jukebox,0
"Sit Down, I Think I Love You",The Mojo Men,1969,0,"Pop,Rock",English,"sit down, i think i love you - the mojo men",0
Cheap Cologne,William Michael Morgan,2016,0,Country,English,cheap cologne - william michael morgan,0
Thank U,Alanis Morissette,1998,0,"Pop,Rock",English,thank u - alanis morissette,0
Copacabana,Salomé de Bahia,2005,0,"Latin,Disco,Dance",Portuguese,copacabana - salomé de bahia,0
Bobfahrerlied,Tim Toupet,2010,0,"Schlager,Dance",German,bobfahrerlied - tim toupet,0
Riding Out The Storm,Rodney Crowell,2003,0,"Country,Rock",English,riding out the storm - rodney crowell,0
Way Over Yonder,Carole King,1971,0,"Folk,Soft rock",English,way over yonder - carole king,0
Egal,Anstandslos & Durchgeknallt,2018,0,"Pop,Electro,Dance",German,egal - anstandslos & durchgeknallt,0
Sexy Eyes,Dr. Hook & The Medicine Show,1977,0,"Pop,Disco",English,sexy eyes - dr. hook & the medicine show,0
Can We Pretend,Pink,2019,0,"Pop,Electro,Dance",English,can we pretend - pink,0
Rosamunde (NL),Dennie Christian,1975,0,Schlager,Dutch,rosamunde (nl) - dennie christian,0
Rock Medley 2010,De Toppers,2010,0,Rock,English,rock medley 2010 - de toppers,0
Je ne parle pas français,Namika,2018,0,Folk,German,je ne parle pas français - namika,0
Little Drummer Boy,Aled Jones,2008,0,"Christmas,Duet",English,little drummer boy - aled jones,0
Historia de un amor,Zaz,2011,0,Latin,Spanish,historia de un amor - zaz,0
That Certain Party,1930s Standards,1934,0,"Oldies,Jazz",English,that certain party - 1930s standards,0
Born on Christmas Day,Kristin Chenoweth,2008,0,"Christmas,Christian,Pop",English,born on christmas day - kristin chenoweth,0
"Hold Tight, Hold Tight (Want Some Sea Food Mama)",The Andrews Sisters,1946,0,"Oldies,Jazz,Pop",English,"hold tight, hold tight (want some sea food mama) - the andrews sisters",0
Don't Lie to Me,Lena Meyer-Landrut,2019,0,Pop,English,don't lie to me - lena meyer-landrut,0
Santo Domingo,Wanda Jackson,1967,0,Schlager,German,santo domingo - wanda jackson,0
Time,Hootie & the Blowfish,1994,0,"Rock,Pop",English,time - hootie & the blowfish,0
Mi mundo sin ti,Soraya Arnelas,2006,0,"Pop,Dance,Latin",Spanish,mi mundo sin ti - soraya arnelas,0
Adesso tu,Eros Ramazzotti,1986,0,Pop,Italian,adesso tu - eros ramazzotti,0
Agua Nueva,Cristian Castro,1992,0,Pop,Spanish,agua nueva - cristian castro,0
Zeig mir den Platz an der Sonne,Udo Jürgens,1971,0,Schlager,German,zeig mir den platz an der sonne - udo jürgens,0
Ol' Man River,Earl Grant,1957,0,Jazz,English,ol' man river - earl grant,0
Rhum And Coca-Cola,Arielle Dombasle,2008,0,Latin,English,rhum and coca-cola - arielle dombasle,0
Lost Without You,Jaci Velasquez,2003,0,"Christian,Pop",English,lost without you - jaci velasquez,0
She's Not Cryin' Anymore,Billy Ray Cyrus,1992,0,Country,English,she's not cryin' anymore - billy ray cyrus,0
Believe Me Baby (I Lied),Trisha Yearwood,1996,0,Country,English,believe me baby (i lied) - trisha yearwood,0
The Words,Christina Perri,2014,0,Pop,English,the words - christina perri,0
Set The Night To Music,Roberta Flack,1991,0,"Duet,Soul,Soft rock",English,set the night to music - roberta flack,0
No me acuerdo,Thalía,2018,0,"Pop,Latin",Spanish,no me acuerdo - thalía,0
Rome,Nick & Simon,2016,0,"Love,Folk",Dutch,rome - nick & simon,0
Broken Vow,Josh Groban,2003,0,"Love,Pop",English,broken vow - josh groban,0
One More Chance,Michael Jackson,2003,0,"Pop,Love,Soft rock",English,one more chance - michael jackson,0
For You Blue,The Beatles,1970,0,"Blues,Rock",English,for you blue - the beatles,0
Unleash The Dragon,Sisqó,2000,0,Rap,English,unleash the dragon - sisqó,0
Set the Fire to the Third Bar,Snow Patrol,2006,0,"Pop,Rock,Alternative,Duet",English,set the fire to the third bar - snow patrol,0
I Want You,Faith Hill,2005,0,Country,English,i want you - faith hill,0
Nothing,A Chorus Line (musical),1975,0,Musical,English,nothing - a chorus line (musical),0
Where Or When,Dion & The Belmonts,1959,0,"Oldies,Love",English,where or when - dion & the belmonts,0
Hier à Sousse,Alain Bashung,2008,0,"French pop,Alternative",French,hier à sousse - alain bashung,0
The Woman in Me (Needs the Man in You),Shania Twain,1995,0,"Pop,Country,Love",English,the woman in me (needs the man in you) - shania twain,0
After Closing Time,David Houston,1970,0,"Country,Duet",English,after closing time - david houston,0
Controlla,Drake,2016,0,"R&B,Pop",English,controlla - drake,0
La maison sur le port,Sanseverino,2006,0,"French pop,Jazz",French,la maison sur le port - sanseverino,0
S.O.S. (Let The Music Play),Jordin Sparks,2009,0,"Pop,Dance",English,s.o.s. (let the music play) - jordin sparks,0
J'entends des voix,Gaëtan Roussel,2018,0,"French pop,Rock",French,j'entends des voix - gaëtan roussel,0
Let Love Lead The Way,Spice Girls,2000,0,Teen pop,English,let love lead the way - spice girls,0
Leaving On A Jet Plane,"Peter, Paul and Mary",1967,0,Folk,English,"leaving on a jet plane - peter, paul and mary",0
Stop The World And Let Me Off,Declan Nerney,2001,0,Country,English,stop the world and let me off - declan nerney,0
You Get What You Give,The New Radicals,1996,0,Rock,English,you get what you give - the new radicals,0
Paratiisi,Rauli Badding Somerjoki,1983,0,Soft rock,Finnish,paratiisi - rauli badding somerjoki,0
Amazing Grace (My Chains Are Gone),Chris Tomlin,2007,0,"Pop,Christian",English,amazing grace (my chains are gone) - chris tomlin,0
Rum and Coca Cola,The Andrews Sisters,1945,0,"Oldies,Latin,Jazz",English,rum and coca cola - the andrews sisters,0
Don't Take Her She's All I Got,Tracy Byrd,1997,0,Country,English,don't take her she's all i got - tracy byrd,0
Je veux te graver dans ma vie (Stade de France 2009),Johnny Hallyday,2009,0,French pop,French,je veux te graver dans ma vie (stade de france 2009) - johnny hallyday,0
Für Gabi tu ich alles,Tommy Ton,2008,0,Schlager,German,für gabi tu ich alles - tommy ton,0
Call Me Sir,Train,2018,0,Pop,English,call me sir - train,0
When Your Heart Is Weak,Cock Robin,1985,0,"Pop,Soft rock",English,when your heart is weak - cock robin,0
Crying in the Club,Camila Cabello,2017,0,"Pop,Dance,Electro",English,crying in the club - camila cabello,0
Four Walls Of Raiford,Lynyrd Skynyrd,1991,0,"Blues,Country",English,four walls of raiford - lynyrd skynyrd,0
Warum hast du nicht nein gesagt,Roland Kaiser,2014,0,"Schlager,Duet",German,warum hast du nicht nein gesagt - roland kaiser,0
1000 Miles Away,Hoodoo Gurus,1991,0,Rock,English,1000 miles away - hoodoo gurus,0
Christmas Time's A-Coming,Sammy Kershaw,1994,0,"Christmas,Country",English,christmas time's a-coming - sammy kershaw,0
Je reviens te chercher,Gilbert Bécaud,1967,0,French pop,French,je reviens te chercher - gilbert bécaud,0
O Canada,National Anthem,1880,0,Traditionnal,English,o canada - national anthem,0
Parce qu'on vient de loin,Corneille,2003,0,French pop,French,parce qu'on vient de loin - corneille,0
Girl,The Beatles,1965,0,Folk,English,girl - the beatles,0
Casser la voix (Live On s'était dit...),Patrick Bruel,1995,0,French pop,French,casser la voix (live on s'était dit...) - patrick bruel,0
Treat Me Nice,Elvis Presley,1958,0,"Rock,Oldies",English,treat me nice - elvis presley,0
Take On Me (Live from MTV Unplugged),a-ha,2017,0,"Pop,Folk",English,take on me (live from mtv unplugged) - a-ha,0
Move,Luke Bryan,2015,0,"Country,Rock",English,move - luke bryan,0
Changed,Rascal Flatts,2012,0,Country,English,changed - rascal flatts,0
"The Whole Being Dead Thing, Pt. 2",Beetlejuice (musical),2019,0,"Musical,Pop",English,"the whole being dead thing, pt. 2 - beetlejuice (musical)",0
Song for a Winter's Night,Gordon Lightfoot,1967,0,"Christmas,Folk,Country",English,song for a winter's night - gordon lightfoot,0
Nobody Gonna Tell Me What To Do,Van Zant,2006,0,Country,English,nobody gonna tell me what to do - van zant,0
La chatte à la voisine,Chocolat's,1976,0,French pop,French,la chatte à la voisine - chocolat's,0
You Are My Sunshine,Chris Stapleton,2016,0,"Country,Blues",English,you are my sunshine - chris stapleton,0
Faire un pont (version cajun 2003),Dick Rivers,2003,0,"French pop,Country",French,faire un pont (version cajun 2003) - dick rivers,0
Si je t'avais pas,Jean-Jacques Goldman,2001,0,French pop,French,si je t'avais pas - jean-jacques goldman,0
Little Too Late,Pat Benatar,1982,0,"80s,Rock",English,little too late - pat benatar,0
Barbara,Yves Montand,1947,0,"French pop,Oldies",French,barbara - yves montand,0
La grande Zoa,Régine,1966,0,French pop,French,la grande zoa - régine,0
